text,label,case folding,tokenizing,filtering,stemmed
imagin beauti creator creat courag soft speci let take care eachoth one,positif,imagin beauti creator creat courag soft speci let take care eachoth one,"['imagin', 'beauti', 'creator', 'creat', 'courag', 'soft', 'speci', 'let', 'take', 'care', 'eachoth', 'one']","['imagin', 'beauti', 'creator', 'creat', 'courag', 'soft', 'speci', 'let', 'take', 'care', 'eachoth', 'one']","['imagin', 'beauti', 'creator', 'creat', 'courag', 'soft', 'speci', 'let', 'take', 'care', 'eachoth', 'one']"
india alway readi,positif,india alway readi,"['india', 'alway', 'readi']","['india', 'alway', 'readi']","['india', 'alway', 'readi']"
rescu nervou reliev pup concern care turkish rescuer illumin strength life even midst tragedi darkest hour cling hope reach one anoth,positif,rescu nervou reliev pup concern care turkish rescuer illumin strength life even midst tragedi darkest hour cling hope reach one anoth,"['rescu', 'nervou', 'reliev', 'pup', 'concern', 'care', 'turkish', 'rescuer', 'illumin', 'strength', 'life', 'even', 'midst', 'tragedi', 'darkest', 'hour', 'cling', 'hope', 'reach', 'one', 'anoth']","['rescu', 'nervou', 'reliev', 'pup', 'concern', 'care', 'turkish', 'rescuer', 'illumin', 'strength', 'life', 'even', 'midst', 'tragedi', 'darkest', 'hour', 'cling', 'hope', 'reach', 'one', 'anoth']","['rescu', 'nervou', 'reliev', 'pup', 'concern', 'care', 'turkish', 'rescuer', 'illumin', 'strength', 'life', 'even', 'midst', 'tragedi', 'darkest', 'hour', 'cling', 'hope', 'reach', 'one', 'anoth']"
deepli sadden recent earthquak turkey heart go affect tragedi want express solidar peopl difficult time,negatif,deepli sadden recent earthquak turkey heart go affect tragedi want express solidar peopl difficult time,"['deepli', 'sadden', 'recent', 'earthquak', 'turkey', 'heart', 'go', 'affect', 'tragedi', 'want', 'express', 'solidar', 'peopl', 'difficult', 'time']","['deepli', 'sadden', 'recent', 'earthquak', 'turkey', 'heart', 'go', 'affect', 'tragedi', 'want', 'express', 'solidar', 'peopl', 'difficult', 'time']","['deepli', 'sadden', 'recent', 'earthquak', 'turkey', 'heart', 'go', 'affect', 'tragedi', 'want', 'express', 'solidar', 'peopl', 'difficult', 'time']"
least six peopl kill 294 other injur monday new struck southern provinc hatay disast agenc said tuesday read full,negatif,least six peopl kill 294 other injur monday new struck southern provinc hatay disast agenc said tuesday read full,"['least', 'six', 'peopl', 'kill', '294', 'other', 'injur', 'monday', 'new', 'struck', 'southern', 'provinc', 'hatay', 'disast', 'agenc', 'said', 'tuesday', 'read', 'full']","['least', 'six', 'peopl', 'kill', '294', 'injur', 'monday', 'new', 'struck', 'southern', 'provinc', 'hatay', 'disast', 'agenc', 'said', 'tuesday', 'read', 'full']","['least', 'six', 'peopl', 'kill', '294', 'injur', 'monday', 'new', 'struck', 'southern', 'provinc', 'hatay', 'disast', 'agenc', 'said', 'tuesday', 'read', 'full']"
magnitud could hit chief scientist seismolog nation geophys research institut dr n purnachandra rao,negatif,magnitud could hit chief scientist seismolog nation geophys research institut dr n purnachandra rao,"['magnitud', 'could', 'hit', 'chief', 'scientist', 'seismolog', 'nation', 'geophys', 'research', 'institut', 'dr', 'n', 'purnachandra', 'rao']","['magnitud', 'could', 'hit', 'chief', 'scientist', 'seismolog', 'nation', 'geophys', 'research', 'institut', 'dr', 'n', 'purnachandra', 'rao']","['magnitud', 'could', 'hit', 'chief', 'scientist', 'seismolog', 'nation', 'geophi', 'research', 'institut', 'dr', 'n', 'purnachandra', 'rao']"
solidar heartfelt prayer syria,positif,solidar heartfelt prayer syria,"['solidar', 'heartfelt', 'prayer', 'syria']","['solidar', 'heartfelt', 'prayer', 'syria']","['solidar', 'heartfelt', 'prayer', 'syria']"
politician tri maintain power creat crisi instead manag crisi,negatif,politician tri maintain power creat crisi instead manag crisi,"['politician', 'tri', 'maintain', 'power', 'creat', 'crisi', 'instead', 'manag', 'crisi']","['politician', 'tri', 'maintain', 'power', 'creat', 'crisi', 'instead', 'manag', 'crisi']","['politician', 'tri', 'maintain', 'power', 'creat', 'crisi', 'instead', 'manag', 'crisi']"
keep support anim make aliv turkey need help,positif,keep support anim make aliv turkey need help,"['keep', 'support', 'anim', 'make', 'aliv', 'turkey', 'need', 'help']","['keep', 'support', 'anim', 'make', 'aliv', 'turkey', 'need', 'help']","['keep', 'support', 'anim', 'make', 'aliv', 'turkey', 'need', 'help']"
sir way work thought hope nation alway bring immens proud indian met discuss team came back give lot power peopl work human,positif,sir way work thought hope nation alway bring immens proud indian met discuss team came back give lot power peopl work human,"['sir', 'way', 'work', 'thought', 'hope', 'nation', 'alway', 'bring', 'immens', 'proud', 'indian', 'met', 'discuss', 'team', 'came', 'back', 'give', 'lot', 'power', 'peopl', 'work', 'human']","['sir', 'way', 'work', 'thought', 'hope', 'nation', 'alway', 'bring', 'immens', 'proud', 'indian', 'met', 'discuss', 'team', 'came', 'back', 'give', 'lot', 'power', 'peopl', 'work', 'human']","['sir', 'way', 'work', 'thought', 'hope', 'nation', 'alway', 'bring', 'immen', 'proud', 'indian', 'met', 'discuss', 'team', 'came', 'back', 'give', 'lot', 'power', 'peopl', 'work', 'human']"
area notori area larg 526 ad 250 000 perish larg earthquak,negatif,area notori area larg 526 ad 250 000 perish larg earthquak,"['area', 'notori', 'area', 'larg', '526', 'ad', '250', '000', 'perish', 'larg', 'earthquak']","['area', 'notori', 'area', 'larg', '526', 'ad', '250', '000', 'perish', 'larg', 'earthquak']","['area', 'notori', 'area', 'larg', '526', 'ad', '250', '000', 'perish', 'larg', 'earthquak']"
turkey alreadi shambl earthquak rattl recoveri like 2024,negatif,turkey alreadi shambl earthquak rattl recoveri like 2024,"['turkey', 'alreadi', 'shambl', 'earthquak', 'rattl', 'recoveri', 'like', '2024']","['turkey', 'alreadi', 'shambl', 'earthquak', 'rattl', 'recoveri', 'like', '2024']","['turkey', 'alreadi', 'shambl', 'earthquak', 'rattl', 'recoveri', 'like', '2024']"
pm modi interact rescuer took part oper dost,negatif,pm modi interact rescuer took part oper dost,"['pm', 'modi', 'interact', 'rescuer', 'took', 'part', 'oper', 'dost']","['pm', 'modi', 'interact', 'rescuer', 'took', 'part', 'oper', 'dost']","['pm', 'modi', 'interact', 'rescuer', 'took', 'part', 'oper', 'dost']"
earthquak similar magnitud one hit turkey immin fault line uttarakhand region happen time dr n purnachandra rao warn,negatif,earthquak similar magnitud one hit turkey immin fault line uttarakhand region happen time dr n purnachandra rao warn,"['earthquak', 'similar', 'magnitud', 'one', 'hit', 'turkey', 'immin', 'fault', 'line', 'uttarakhand', 'region', 'happen', 'time', 'dr', 'n', 'purnachandra', 'rao', 'warn']","['earthquak', 'similar', 'magnitud', 'one', 'hit', 'turkey', 'immin', 'fault', 'line', 'uttarakhand', 'region', 'happen', 'time', 'dr', 'n', 'purnachandra', 'rao', 'warn']","['earthquak', 'similar', 'magnitud', 'one', 'hit', 'turkey', 'immin', 'fault', 'line', 'uttarakhand', 'region', 'happen', 'time', 'dr', 'n', 'purnachandra', 'rao', 'warn']"
journalist turkey report earthquak devast harass via hub,negatif,journalist turkey report earthquak devast harass via hub,"['journalist', 'turkey', 'report', 'earthquak', 'devast', 'harass', 'via', 'hub']","['journalist', 'turkey', 'report', 'earthquak', 'devast', 'harass', 'via', 'hub']","['journalist', 'turkey', 'report', 'earthquak', 'devast', 'harass', 'via', 'hub']"
lord reveal spirit 8 5 turkey caus havoc accross globe,negatif,lord reveal spirit 8 5 turkey caus havoc accross globe,"['lord', 'reveal', 'spirit', '8', '5', 'turkey', 'caus', 'havoc', 'accross', 'globe']","['lord', 'reveal', 'spirit', '8', '5', 'turkey', 'caus', 'havoc', 'accross', 'globe']","['lord', 'reveal', 'spirit', '8', '5', 'turkey', 'cau', 'havoc', 'accross', 'globe']"
oud maker ahinbey gaziantep seen doorway april 2019 hope happi craftsman right,positif,oud maker ahinbey gaziantep seen doorway april 2019 hope happi craftsman right,"['oud', 'maker', 'ahinbey', 'gaziantep', 'seen', 'doorway', 'april', '2019', 'hope', 'happi', 'craftsman', 'right']","['oud', 'maker', 'ahinbey', 'gaziantep', 'seen', 'doorway', 'april', '2019', 'hope', 'happi', 'craftsman', 'right']","['oud', 'maker', 'ahinbey', 'gaziantep', 'seen', 'doorway', 'april', '2019', 'hope', 'happi', 'craftsman', 'right']"
recent episod cover earthquak happen syria turkey tragedi pleas consid support recoveri effort organ,negatif,recent episod cover earthquak happen syria turkey tragedi pleas consid support recoveri effort organ,"['recent', 'episod', 'cover', 'earthquak', 'happen', 'syria', 'turkey', 'tragedi', 'pleas', 'consid', 'support', 'recoveri', 'effort', 'organ']","['recent', 'episod', 'cover', 'earthquak', 'happen', 'syria', 'turkey', 'tragedi', 'pleas', 'consid', 'support', 'recoveri', 'effort', 'organ']","['recent', 'episod', 'cover', 'earthquak', 'happen', 'syria', 'turkey', 'tragedi', 'plea', 'consid', 'support', 'recoveri', 'effort', 'organ']"
updat feb 22 action alert turkey syria earthquak feb 6 death toll 47 000 expect rise pleas consid support member provid relief effort,positif,updat feb 22 action alert turkey syria earthquak feb 6 death toll 47 000 expect rise pleas consid support member provid relief effort,"['updat', 'feb', '22', 'action', 'alert', 'turkey', 'syria', 'earthquak', 'feb', '6', 'death', 'toll', '47', '000', 'expect', 'rise', 'pleas', 'consid', 'support', 'member', 'provid', 'relief', 'effort']","['updat', 'feb', '22', 'action', 'alert', 'turkey', 'syria', 'earthquak', 'feb', '6', 'death', 'toll', '47', '000', 'expect', 'rise', 'pleas', 'consid', 'support', 'member', 'provid', 'relief', 'effort']","['updat', 'feb', '22', 'action', 'alert', 'turkey', 'syria', 'earthquak', 'feb', '6', 'death', 'toll', '47', '000', 'expect', 'rise', 'plea', 'consid', 'support', 'member', 'provid', 'relief', 'effort']"
us nato plot war ignor turkey syria earthquak victim,negatif,us nato plot war ignor turkey syria earthquak victim,"['us', 'nato', 'plot', 'war', 'ignor', 'turkey', 'syria', 'earthquak', 'victim']","['us', 'nato', 'plot', 'war', 'ignor', 'turkey', 'syria', 'earthquak', 'victim']","['us', 'nato', 'plot', 'war', 'ignor', 'turkey', 'syria', 'earthquak', 'victim']"
lindsay lohan regularli share fundrais resourc help affect recent earthquak turkey syria instagram pleas take moment donat,positif,lindsay lohan regularli share fundrais resourc help affect recent earthquak turkey syria instagram pleas take moment donat,"['lindsay', 'lohan', 'regularli', 'share', 'fundrais', 'resourc', 'help', 'affect', 'recent', 'earthquak', 'turkey', 'syria', 'instagram', 'pleas', 'take', 'moment', 'donat']","['lindsay', 'lohan', 'regularli', 'share', 'fundrais', 'resourc', 'help', 'affect', 'recent', 'earthquak', 'turkey', 'syria', 'instagram', 'pleas', 'take', 'moment', 'donat']","['lindsay', 'lohan', 'regularli', 'share', 'fundrai', 'resourc', 'help', 'affect', 'recent', 'earthquak', 'turkey', 'syria', 'instagram', 'plea', 'take', 'moment', 'donat']"
stop weapon earthquak haarp,negatif,stop weapon earthquak haarp,"['stop', 'weapon', 'earthquak', 'haarp']","['stop', 'weapon', 'earthquak', 'haarp']","['stop', 'weapon', 'earthquak', 'haarp']"
proce profit sale figgi c buddha bowl go toward help guarante enjoy good caus,positif,proce profit sale figgi c buddha bowl go toward help guarante enjoy good caus,"['proce', 'profit', 'sale', 'figgi', 'c', 'buddha', 'bowl', 'go', 'toward', 'help', 'guarante', 'enjoy', 'good', 'caus']","['proce', 'profit', 'sale', 'figgi', 'c', 'buddha', 'bowl', 'go', 'toward', 'help', 'guarante', 'enjoy', 'good', 'caus']","['proce', 'profit', 'sale', 'figgi', 'c', 'buddha', 'bowl', 'go', 'toward', 'help', 'guarant', 'enjoy', 'good', 'cau']"
oper dost oper dost ongo search rescu oper initi india aid syria turkey 2023 turkey syria earthquak devast countri 6 februari 2023,negatif,oper dost oper dost ongo search rescu oper initi india aid syria turkey 2023 turkey syria earthquak devast countri 6 februari 2023,"['oper', 'dost', 'oper', 'dost', 'ongo', 'search', 'rescu', 'oper', 'initi', 'india', 'aid', 'syria', 'turkey', '2023', 'turkey', 'syria', 'earthquak', 'devast', 'countri', '6', 'februari', '2023']","['oper', 'dost', 'oper', 'dost', 'ongo', 'search', 'rescu', 'oper', 'initi', 'india', 'aid', 'syria', 'turkey', '2023', 'turkey', 'syria', 'earthquak', 'devast', 'countri', '6', 'februari', '2023']","['oper', 'dost', 'oper', 'dost', 'ongo', 'search', 'rescu', 'oper', 'initi', 'india', 'aid', 'syria', 'turkey', '2023', 'turkey', 'syria', 'earthquak', 'devast', 'countri', '6', 'februari', '2023']"
updat death toll surpass 50 000 peopl make deadliest disast turkey modern histori ht,negatif,updat death toll surpass 50 000 peopl make deadliest disast turkey modern histori ht,"['updat', 'death', 'toll', 'surpass', '50', '000', 'peopl', 'make', 'deadliest', 'disast', 'turkey', 'modern', 'histori', 'ht']","['updat', 'death', 'toll', 'surpass', '50', '000', 'peopl', 'make', 'deadliest', 'disast', 'turkey', 'modern', 'histori', 'ht']","['updat', 'death', 'toll', 'surpass', '50', '000', 'peopl', 'make', 'deadliest', 'disast', 'turkey', 'modern', 'histori', 'ht']"
turkey syria hit two new earthquak monday two week two stronger earthquak devast region 6 februari redr chariti launch fresh engin appeal provid engin support,positif,turkey syria hit two new earthquak monday two week two stronger earthquak devast region 6 februari redr chariti launch fresh engin appeal provid engin support,"['turkey', 'syria', 'hit', 'two', 'new', 'earthquak', 'monday', 'two', 'week', 'two', 'stronger', 'earthquak', 'devast', 'region', '6', 'februari', 'redr', 'chariti', 'launch', 'fresh', 'engin', 'appeal', 'provid', 'engin', 'support']","['turkey', 'syria', 'hit', 'two', 'new', 'earthquak', 'monday', 'two', 'week', 'two', 'stronger', 'earthquak', 'devast', 'region', '6', 'februari', 'redr', 'chariti', 'launch', 'fresh', 'engin', 'appeal', 'provid', 'engin', 'support']","['turkey', 'syria', 'hit', 'two', 'new', 'earthquak', 'monday', 'two', 'week', 'two', 'stronger', 'earthquak', 'devast', 'region', '6', 'februari', 'redr', 'chariti', 'launch', 'fresh', 'engin', 'appeal', 'provid', 'engin', 'support']"
heart goe peopl syria turkey may allah keep safe eas heart pain watch let alon experi amaz work help pl help anyth,positif,heart goe peopl syria turkey may allah keep safe eas heart pain watch let alon experi amaz work help pl help anyth,"['heart', 'goe', 'peopl', 'syria', 'turkey', 'may', 'allah', 'keep', 'safe', 'eas', 'heart', 'pain', 'watch', 'let', 'alon', 'experi', 'amaz', 'work', 'help', 'pl', 'help', 'anyth']","['heart', 'goe', 'peopl', 'syria', 'turkey', 'may', 'allah', 'keep', 'safe', 'eas', 'heart', 'pain', 'watch', 'let', 'alon', 'experi', 'amaz', 'work', 'help', 'pl', 'help', 'anyth']","['heart', 'goe', 'peopl', 'syria', 'turkey', 'may', 'allah', 'keep', 'safe', 'ea', 'heart', 'pain', 'watch', 'let', 'alon', 'experi', 'amaz', 'work', 'help', 'pl', 'help', 'anyth']"
work chariti partner support turkey syria earthquak appeal children famili need food water shelter warm cloth,positif,work chariti partner support turkey syria earthquak appeal children famili need food water shelter warm cloth,"['work', 'chariti', 'partner', 'support', 'turkey', 'syria', 'earthquak', 'appeal', 'children', 'famili', 'need', 'food', 'water', 'shelter', 'warm', 'cloth']","['work', 'chariti', 'partner', 'support', 'turkey', 'syria', 'earthquak', 'appeal', 'children', 'famili', 'need', 'food', 'water', 'shelter', 'warm', 'cloth']","['work', 'chariti', 'partner', 'support', 'turkey', 'syria', 'earthquak', 'appeal', 'children', 'famili', 'need', 'food', 'water', 'shelter', 'warm', 'cloth']"
anoth earthquak hit turkey syria 3 dead 200 injur,negatif,anoth earthquak hit turkey syria 3 dead 200 injur,"['anoth', 'earthquak', 'hit', 'turkey', 'syria', '3', 'dead', '200', 'injur']","['anoth', 'earthquak', 'hit', 'turkey', 'syria', '3', 'dead', '200', 'injur']","['anoth', 'earthquak', 'hit', 'turkey', 'syria', '3', 'dead', '200', 'injur']"
thank share appeal pleas give help support victim turkey syria earthquak donat,positif,thank share appeal pleas give help support victim turkey syria earthquak donat,"['thank', 'share', 'appeal', 'pleas', 'give', 'help', 'support', 'victim', 'turkey', 'syria', 'earthquak', 'donat']","['thank', 'share', 'appeal', 'pleas', 'give', 'help', 'support', 'victim', 'turkey', 'syria', 'earthquak', 'donat']","['thank', 'share', 'appeal', 'plea', 'give', 'help', 'support', 'victim', 'turkey', 'syria', 'earthquak', 'donat']"
time entir region popul still tri recov trauma caus deadli earthquak turkey dictatorship preoccupi bomb kurd,negatif,time entir region popul still tri recov trauma caus deadli earthquak turkey dictatorship preoccupi bomb kurd,"['time', 'entir', 'region', 'popul', 'still', 'tri', 'recov', 'trauma', 'caus', 'deadli', 'earthquak', 'turkey', 'dictatorship', 'preoccupi', 'bomb', 'kurd']","['time', 'entir', 'region', 'popul', 'still', 'tri', 'recov', 'trauma', 'caus', 'deadli', 'earthquak', 'turkey', 'dictatorship', 'preoccupi', 'bomb', 'kurd']","['time', 'entir', 'region', 'popul', 'still', 'tri', 'recov', 'trauma', 'cau', 'deadli', 'earthquak', 'turkey', 'dictatorship', 'preoccupi', 'bomb', 'kurd']"
